Generation,Number,Name,Red,Green,Blue,Yellow,Gold,Silver,Crystal,Ruby,Sapphire,Fire Red,Leaf Green,Emerald,Colosseum,Gale Of Darkness,Diamond,Pearl,Platinum,Heart Gold,Soul Silver,Black,White,Black 2,White 2,X,Y,Omega Ruby,Alpha Sapphire,Sun,Moon,Ultra Sun,Ultra Moon,Let's Go Pikachu,Let's Go Eevee,Sword,Shield,Brilliant Diamond,Shining Pearl,Legends Arceus,Scarlet,Violet
II,235,Smeargle,—,—,—,—,C,C,C,Ev,Ev,Ev,Ev,C,S,T,C,C,C,C,C,S,S,DW,DW,C,C,Ev,Ev,C,C,C,C,—,—,—,—,C,C,—,—,—
II,236,Tyrogue,—,—,—,—,R,R,R,T,T,B,B,T,T,T,C,C,C,R,R,S,S,DW,DW,FS,FS,C,C,T,T,T,T,—,—,C,C,C,C,—,—,—
II,237,Hitmontop,—,—,—,—,E,E,E,T,T,E,E,T,S,T,E,E,E,E,E,E,E,DWE,DWE,FSE,FSE,E,E,T,T,T,T,—,—,C,C,E,E,—,—,—
II,238,Smoochum,—,—,—,—,B,B,R,T,T,B,B,T,T,T,S,S,C,B,B,B,B,DR,DR,C,C,T,T,T,T,C,C,—,—,CD,CD,C,C,—,—,—
II,239,Elekid,—,—,—,—,B,B,R,EvB,EvB,B,EvB,EvB,T,R,D,D,B,B,B,DW,C,DW,C,FSB,FSB,C,C,C,C,C,C,—,—,CD,CD,C,T,C,—,—
II,240,Magby,—,—,—,—,B,B,R,EvB,EvB,EvB,B,EvB,T,T,D,D,B,B,B,DW,C,C,DW,FSB,FSB,C,C,C,C,C,C,—,—,CD,CD,T,C,C,—,—
II,241,Miltank,—,—,—,—,C,C,C,T,T,T,T,C,S,T,C,C,C,C,C,DW,DW,DW,DW,C,C,Ev,Ev,C,C,C,C,—,—,CD,CD,C,C,—,—,—
II,242,Blissey,—,—,—,—,E,E,E,EvE,EvE,E,E,EvE,T,E,E,E,E,E,E,DWE,E,E,E,FSE,FSE,E,E,E,E,C,C,—,—,CD,CD,E,E,C,C,C
II,243,Raikou,—,—,—,—,C,C,C,Ev,Ev,C,C,Ev,S,T,Ev,Ev,Ev,C,C,T,T,T,T,T,T,C,C,T,Ev,C,Ev,—,—,DA,DA,C,T,—,—,—
II,244,Entei,—,—,—,—,C,C,C,Ev,Ev,C,C,Ev,S,T,Ev,Ev,Ev,C,C,T,T,T,T,T,T,C,C,Ev,T,Ev,C,—,—,DA,DA,C,T,—,—,—
II,245,Suicune,—,—,—,—,C,C,C,Ev,Ev,C,C,Ev,S,T,Ev,Ev,Ev,C,C,T,T,T,T,T,T,C,C,T,T,CC,CC,—,—,DA,DA,C,T,—,—,—
II,246,Larvitar,—,—,—,—,C,C,C,EvB,EvB,C,C,EvB,T,R,C,T,S,C,C,B,B,B,B,FSB,C,EvB,EvB,T,T,C,C,—,—,EV,C,C,T,—,C,CC
II,247,Pupitar,—,—,—,—,E,E,C,EvB,EvB,E,E,EvB,T,E,E,T,E,C,C,C,C,C,C,FS,C,EvB,EvB,T,T,E,E,—,—,EVE,C,C,T,—,C,CC
II,248,Tyranitar,—,—,—,—,E,E,E,Ev,Ev,E,E,Ev,S,E,E,T,E,E,E,C,C,C,C,FSE,E,Ev,Ev,T,T,E,E,—,—,EVE,C,E,T,—,C,CC
II,249,Lugia,—,—,—,—,C,C,C,Ev,Ev,EV,EV,EV,T,S,T,T,T,C,C,T,T,DR,DR,Ev,Ev,Ev,C,Ev,Ev,Ev,C,—,—,CCDA,DA,T,C,—,—,—
II,250,Ho-Oh,—,—,—,—,C,C,C,Ev,Ev,EV,EV,EV,R,T,T,T,T,C,C,T,T,DR,DR,T,T,C,Ev,Ev,Ev,C,T,—,—,DA,CCDA,C,T,—,—,—
II,251,Celebi,—,—,—,—,Ev,Ev,C*,Ev,Ev,Ev,Ev,Ev,T,T,Ev,Ev,Ev,Ev,Ev,T,T,T,T,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,—,—,Ev,Ev,T,T,—,—,—
III,252,Treecko,—,—,—,—,—,—,—,R,R,Ev,Ev,R,T,T,T,T,T,R,R,Ev,Ev,T,T,T,T,R,R,T,T,B,B,—,—,BD,BD,C,C,—,—,—
III,253,Grovyle,—,—,—,—,—,—,—,E,E,EvE,EvE,E,T,T,T,T,T,E,E,EvE,EvE,T,T,T,T,E,E,T,T,S,S,—,—,DA,DA,E,E,—,—,—
III,254,Sceptile,—,—,—,—,—,—,—,E,E,EvE,EvE,E,T,T,T,T,T,E,E,Ev,Ev,T,T,T,T,E,E,T,T,E,E,—,—,DA,DA,E,E,—,—,—
III,255,Torchic,—,—,—,—,—,—,—,R,R,Ev,Ev,R,T,T,T,T,T,R,R,Ev,Ev,T,T,Ev,Ev,R,R,T,T,B,B,—,—,BD,BD,C,C,—,—,—
III,256,Combusken,—,—,—,—,—,—,—,E,E,EvE,EvE,E,T,T,T,T,T,E,E,EvE,EvE,T,T,EvE,EvE,E,E,T,T,S,S,—,—,DA,DA,E,E,—,—,—
III,257,Blaziken,—,—,—,—,—,—,—,E,E,Ev,Ev,E,T,T,T,T,T,E,E,Ev,Ev,T,T,EvE,EvE,E,E,T,T,E,E,—,—,DA,DA,E,E,—,—,—
III,258,Mudkip,—,—,—,—,—,—,—,R,R,Ev,Ev,R,T,T,T,T,T,R,R,Ev,Ev,T,T,T,T,R,R,T,T,B,B,—,—,BD,BD,C,C,—,—,—
III,259,Marshtomp,—,—,—,—,—,—,—,E,E,EvE,EvE,E,T,T,T,T,T,E,E,EvE,EvE,T,T,T,T,E,E,T,T,S,S,—,—,DA,DA,E,E,—,—,—
III,260,Swampert,—,—,—,—,—,—,—,E,E,EvE,EvE,E,T,T,T,T,T,E,E,Ev,Ev,T,T,T,T,E,E,T,T,E,E,—,—,DA,DA,E,E,—,—,—
III,261,Poochyena,—,—,—,—,—,—,—,C,C,T,T,C,T,S,B,T,C,S,S,DW,S,DW,DW,B,FSB,C,C,T,T,EvB,EvB,—,—,—,—,C,C,—,CD,CD
III,262,Mightyena,—,—,—,—,—,—,—,E,E,T,T,C,T,E,C,T,E,E,E,DWE,E,DWE,DWE,C,FS,E,E,T,T,Ev,Ev,—,—,—,—,C,C,—,CD,CD
III,263,Zigzagoon,—,—,—,—,—,—,—,C,C,Ev,Ev,C,T,T,S,S,S,C,C,DW,DW,DW,DW,C,C,C,C,T,T,T,T,—,—,RD,RD,C,C,—,—,—
III,263,Zigzagoon (Galarian Form),—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,—,—,—,—,—
III,264,Linoone,—,—,—,—,—,—,—,C,C,EvE,EvE,C,T,T,E,E,E,C,C,DWE,DWE,DWE,DWE,E,E,C,C,T,T,T,T,—,—,ED,ED,E,E,—,—,—
III,264,Linoone (Galarian Form),—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,—,—,—,—,—
III,265,Wurmple,—,—,—,—,—,—,—,C,C,T,T,C,T,T,C,C,C,C,C,DW,C,DW,DW,FSB,FSB,C,C,T,T,T,T,—,—,—,—,C,C,C,—,—
III,266,Silcoon,—,—,—,—,—,—,—,C,C,T,T,C,T,T,C,E,C,C,C,DWE,E,DWE,DWE,FSB,FSB,C,C,T,T,T,T,—,—,—,—,C,E,C,—,—
III,267,Beautifly,—,—,—,—,—,—,—,E,E,T,T,E,T,T,C,C,C,C,C,DWE,E,DWE,DWE,FS,FS,E,E,T,T,T,T,—,—,—,—,C,C,C,—,—
III,268,Cascoon,—,—,—,—,—,—,—,C,C,T,T,C,T,T,E,C,C,C,C,DWE,E,DWE,DWE,FS,FS,C,C,T,T,T,T,—,—,—,—,E,C,C,—,—
III,269,Dustox,—,—,—,—,—,—,—,E,E,T,T,E,T,T,E,C,C,C,C,DWE,E,DWE,DWE,FSE,FSE,E,E,T,T,T,T,—,—,—,—,E,C,C,—,—
III,270,Lotad,—,—,—,—,—,—,—,Ev,C,Ev,Ev,C,T,T,D,D,D,C,C,DW,C,B,B,B,B,T,C,T,T,B,B,—,—,T,C,T,C,—,CD,CD
III,271,Lombre,—,—,—,—,—,—,—,EvE,C,EvE,EvE,C,T,T,D,D,D,C,C,DWE,E,C,C,C,C,T,C,T,T,C,C,—,—,T,C,T,C,—,CD,CD
III,272,Ludicolo,—,—,—,—,—,—,—,Ev,E,EvE,EvE,E,T,T,DE,DE,DE,E,E,DWE,E,E,E,E,E,T,E,T,T,E,E,—,—,T,C,T,E,—,CD,CD
III,273,Seedot,—,—,—,—,—,—,—,C,CCS,Ev,Ev,C,T,S,D,D,D,C,C,DW,C,CCB,CCB,FSB,FSB,C,T,T,T,B,B,—,—,C,T,C,T,—,CD,CD
III,274,Nuzleaf,—,—,—,—,—,—,—,C,CCS,EvE,EvE,C,T,E,D,D,D,C,C,DWE,E,CC,CC,FS,FS,C,T,T,T,C,C,—,—,C,T,C,T,—,CD,CD
III,275,Shiftry,—,—,—,—,—,—,—,E,CCE,EvE,EvE,E,T,E,DE,DE,DE,E,E,DWE,E,CC,CC,FSE,FSE,E,T,T,T,E,E,—,—,C,T,E,T,—,CD,CD
III,276,Taillow,—,—,—,—,—,—,—,C,C,Ev,Ev,C,T,T,B,B,B,C,C,B,B,B,B,C,C,C,C,T,T,B,B,—,—,—,—,B,B,—,—,—
III,277,Swellow,—,—,—,—,—,—,—,C,C,EvE,EvE,C,T,S,C,C,C,E,E,C,C,S,S,E,E,E,E,T,T,C,C,—,—,—,—,C,C,—,—,—
III,278,Wingull,—,—,—,—,—,—,—,C,C,T,T,C,T,T,C,C,C,S,S,C,C,B,B,C,C,C,C,C,C,C,C,—,—,C,C,C,C,—,C,C
III,279,Pelipper,—,—,—,—,—,—,—,C,C,T,T,C,T,T,C,C,C,E,E,C,C,C,C,E,E,C,C,C,C,C,C,—,—,C,C,C,C,—,C,C
III,280,Ralts,—,—,—,—,—,—,—,C,C,T,T,C,T,S,C,C,C,S,S,DW,C,R,R,C,C,C,C,T,T,S,S,—,—,C,C,C,C,C,C,C
III,281,Kirlia,—,—,—,—,—,—,—,E,E,T,T,E,T,E,C,C,C,E,E,DWE,E,E,E,E,E,E,E,T,T,E,E,—,—,C,C,C,C,C,C,C
III,282,Gardevoir,—,—,—,—,—,—,—,E,E,T,T,E,T,E,E,E,E,E,E,DWE,E,E,E,E,E,E,E,T,T,E,E,—,—,C,C,E,E,C,C,C
III,283,Surskit,—,—,—,—,—,—,—,C,C,Ev,Ev,CCS,T,C,S,S,C,C,C,DW,C,B,B,B,B,C,C,C,C,C,C,—,—,—,—,C,C,—,C,C
III,284,Masquerain,—,—,—,—,—,—,—,E,E,EvE,EvE,CCE,T,E,E,E,C,C,C,DWE,E,S,S,C,C,C,C,C,C,C,C,—,—,—,—,E,E,—,C,C
III,285,Shroomish,—,—,—,—,—,—,—,C,C,T,T,C,T,S,S,S,S,C,C,S,DW,B,B,FSB,FSB,C,C,T,T,T,T,—,—,—,—,S,S,—,C,C
III,286,Breloom,—,—,—,—,—,—,—,E,E,T,T,E,T,E,E,E,E,C,C,E,DWE,C,C,FS,FS,E,E,T,T,T,T,—,—,—,—,E,E,—,C,C
III,287,Slakoth,—,—,—,—,—,—,—,C,C,T,T,C,T,T,S,S,S,C,C,DW,C,B,B,T,T,C,C,B,B,T,T,—,—,—,—,S,S,—,C,C
III,288,Vigoroth,—,—,—,—,—,—,—,E,E,T,T,E,T,T,E,E,E,C,C,DWE,E,C,C,T,T,E,E,S,S,T,T,—,—,—,—,E,E,—,C,C
III,289,Slaking,—,—,—,—,—,—,—,E,E,T,T,E,T,T,E,E,E,E,E,DWE,E,C,C,T,T,E,E,E,E,T,T,—,—,—,—,E,E,—,C,C
III,290,Nincada,—,—,—,—,—,—,—,C,C,T,T,C,T,T,C,C,C,C,C,DW,DW,DW,DW,C,C,C,C,T,T,T,T,—,—,C,C,C,C,—,—,—
III,291,Ninjask,—,—,—,—,—,—,—,E,E,T,T,E,T,T,E,E,E,E,E,DWE,DWE,DWE,DWE,E,E,E,E,T,T,T,T,—,—,C,C,E,E,—,—,—
III,292,Shedinja,—,—,—,—,—,—,—,E,E,T,T,E,T,T,E,E,E,E,E,DWE,DWE,DWE,DWE,E,E,E,E,T,T,T,T,—,—,D,D,E,E,—,—,—
III,293,Whismur,—,—,—,—,—,—,—,C,C,Ev,Ev,C,T,T,B,B,B,C,C,DW,C,DW,DW,C,C,C,C,T,T,T,T,—,—,CD,CD,B,B,—,—,—
III,294,Loudred,—,—,—,—,—,—,—,C,C,EvE,EvE,C,T,T,C,C,C,E,E,DWE,E,DWE,DWE,E,E,C,C,T,T,T,T,—,—,CD,CD,C,C,—,—,—
III,295,Exploud,—,—,—,—,—,—,—,E,E,EvE,EvE,E,T,T,E,E,E,E,E,DWE,E,DWE,DWE,E,E,E,E,T,T,T,T,—,—,DD,DD,E,E,—,—,—
III,296,Makuhita,—,—,—,—,—,—,—,C,C,T,T,C,S,S,S,S,S,C,C,DW,DW,B,B,B,B,C,C,C,C,C,C,—,—,—,—,S,S,—,C,C
III,297,Hariyama,—,—,—,—,—,—,—,C,C,T,T,C,E,E,E,E,E,E,E,DWE,DWE,C,C,C,C,C,C,C,C,C,C,—,—,—,—,E,E,—,C,C
III,298,Azurill,—,—,—,—,—,—,—,B,B,T,B,B,T,T,C,C,C,C,C,DWB,C,C,C,C,C,B,B,B,B,T,T,—,—,CD,CD,C,C,—,C,C
III,299,Nosepass,—,—,—,—,—,—,—,C,C,T,T,C,T,S,S,S,C,C,C,DW,DW,C,C,C,C,C,C,C,C,C,C,—,—,—,—,S,S,C,CD,CD
III,300,Skitty,—,—,—,—,—,—,—,C,C,Ev,Ev,C,T,T,S,S,S,PW,PW,DW,DW,DW,C,C,C,C,C,T,T,T,T,—,—,—,—,C,C,—,—,—
III,301,Delcatty,—,—,—,—,—,—,—,E,E,EvE,EvE,E,T,S,E,E,E,PWE,PWE,DWE,DWE,DWE,C,E,E,E,E,T,T,T,T,—,—,—,—,E,E,—,—,—
III,302,Sableye,—,—,—,—,—,—,—,Ev,C,Ev,Ev,C,T,S,D,D,D,S,T,C,C,R,R,C,C,Ev,C,C,C,C,C,—,—,T,C,T,C,—,C,C
III,303,Mawile,—,—,—,—,—,—,—,C,Ev,Ev,Ev,C,T,S,D,D,D,T,S,C,C,R,R,C,C,C,T,T,T,C,C,—,—,C,T,C,T,—,—,—
III,304,Aron,—,—,—,—,—,—,—,C,C,T,T,C,T,C,C,T,C,C,C,DW,C,C,C,C,EvB,C,C,T,T,B,B,—,—,CD,CD,C,C,—,—,—
III,305,Lairon,—,—,—,—,—,—,—,C,C,T,T,C,T,E,E,T,E,C,C,DWE,E,C,C,C,EvB,C,C,T,T,B,B,—,—,CD,CD,C,C,—,—,—
III,306,Aggron,—,—,—,—,—,—,—,E,E,T,T,E,T,E,E,T,E,E,E,DWE,E,E,E,E,Ev,E,E,T,T,S,S,—,—,CD,CD,E,E,—,—,—
III,307,Meditite,—,—,—,—,—,—,—,C,C,Ev,Ev,Ev,S,R,C,C,C,C,C,DW,DW,B,B,C,C,C,C,T,T,B,B,—,—,—,—,C,C,—,C,C
III,308,Medicham,—,—,—,—,—,—,—,C,C,EvE,EvE,EvE,E,E,C,C,C,C,C,DWE,DWE,C,C,E,E,C,C,T,T,C,C,—,—,—,—,C,C,—,C,C
III,309,Electrike,—,—,—,—,—,—,—,C,C,T,T,C,T,T,S,S,S,C,C,DW,DW,B,B,FSB,C,C,C,T,T,T,C,—,—,C,C,S,S,—,—,—
III,310,Manectric,—,—,—,—,—,—,—,C,C,T,T,C,T,S,E,E,E,C,C,DWE,DWE,C,C,FS,E,E,E,T,T,T,C,—,—,C,C,E,E,—,—,—
III,311,Plusle,—,—,—,—,—,—,—,C,C,Ev,Ev,C,R,T,S,S,S,C,C,S,DW,S,DW,C,C,C,C,T,T,T,T,—,—,—,—,S,S,—,—,—
III,312,Minun,—,—,—,—,—,—,—,C,C,Ev,Ev,C,T,T,S,S,S,C,C,DW,S,DW,S,C,C,C,C,T,T,T,T,—,—,—,—,S,S,—,—,—
III,313,Volbeat,—,—,—,—,—,—,—,C,C,T,T,C,T,T,C,C,C,C,C,S,B,S,B,C,C,C,C,T,T,T,T,—,—,—,—,C,C,—,CD,CD
III,314,Illumise,—,—,—,—,—,—,—,C,C,T,T,C,T,T,C,C,C,C,C,B,S,B,S,C,C,C,C,T,T,T,T,—,—,—,—,C,C,—,CD,CD
III,315,Roselia,—,—,—,—,—,—,—,C,C,Ev,Ev,Ev,T,S,C,C,C,C,C,DW,E,C,C,C,C,C,C,S,S,T,T,—,—,C,C,C,C,C,—,—
III,316,Gulpin,—,—,—,—,—,—,—,C,C,T,T,C,T,S,S,S,S,T,S,DW,DW,B,B,C,C,C,C,T,T,T,T,—,—,—,—,S,S,—,CC,C
III,317,Swalot,—,—,—,—,—,—,—,E,E,T,T,E,T,E,E,E,E,T,E,DWE,DWE,S,S,E,E,E,E,T,T,T,T,—,—,—,—,E,E,—,CC,C
III,318,Carvanha,—,—,—,—,—,—,—,C,C,T,T,C,T,S,C,C,C,PW,PW,C,C,C,C,C,C,C,C,B,B,C,C,—,—,CD,CD,C,C,—,—,—
III,319,Sharpedo,—,—,—,—,—,—,—,C,C,T,T,C,T,E,C,C,E,PWE,PWE,C,C,C,C,C,C,C,C,C,C,C,C,—,—,CD,CD,C,C,—,—,—
III,320,Wailmer,—,—,—,—,—,—,—,C,C,T,T,C,T,T,C,C,C,PW,PW,C,C,C,C,C,C,C,C,C,C,C,C,—,—,C,C,C,C,—,—,—
III,321,Wailord,—,—,—,—,—,—,—,C,C,T,T,C,T,T,C,C,C,PWE,PWE,C,C,C,C,E,E,E,E,C,C,C,C,—,—,C,C,C,C,—,—,—
III,322,Numel,—,—,—,—,—,—,—,C,C,T,T,C,T,S,C,C,C,C,C,DW,DW,DW,C,FSB,FSB,C,C,T,T,T,T,—,—,—,—,C,C,—,C,C
III,323,Camerupt,—,—,—,—,—,—,—,E,E,T,T,E,T,E,C,C,C,E,E,DWE,DW,DWE,C,FS,FS,R,R,T,T,T,T,—,—,—,—,C,C,—,C,C
III,324,Torkoal,—,—,—,—,—,—,—,C,C,T,T,C,T,T,C,C,C,C,C,DW,DW,DW,DW,C,C,C,C,C,C,C,C,—,—,C,C,C,C,—,C,C
III,325,Spoink,—,—,—,—,—,—,—,C,C,Ev,Ev,C,T,T,S,S,S,C,C,DW,DW,C,DW,C,C,C,C,T,T,B,B,—,—,—,—,S,S,—,C,C
III,326,Grumpig,—,—,—,—,—,—,—,E,E,EvE,EvE,E,T,T,E,E,E,E,E,DWE,DWE,C,DWE,E,E,E,E,T,T,C,C,—,—,—,—,E,E,—,C,C
III,327,Spinda,—,—,—,—,—,—,—,C,C,Ev,Ev,C,T,T,S,S,S,C,C,DW,DW,R,R,C,C,C,C,C,C,C,C,—,—,—,—,S,S,—,—,—
III,328,Trapinch,—,—,—,—,—,—,—,C,C,T,T,C,T,C,C,C,T,C,C,DW,C,C,C,C,C,C,C,C,C,C,C,—,—,C,C,C,C,—,—,—
III,329,Vibrava,—,—,—,—,—,—,—,E,E,T,T,E,S,E,C,C,T,C,C,DWE,E,C,C,E,E,E,E,E,E,E,E,—,—,D,D,C,C,—,—,—
III,330,Flygon,—,—,—,—,—,—,—,E,E,T,T,E,E,E,E,E,T,E,E,DWE,E,E,E,E,E,E,E,E,E,E,E,—,—,C,C,E,E,—,—,—
III,331,Cacnea,—,—,—,—,—,—,—,C,C,Ev,Ev,C,T,T,C,C,C,C,C,DW,DW,B,B,FSB,FSB,C,C,T,T,T,T,—,—,—,—,C,C,—,C,C
III,332,Cacturne,—,—,—,—,—,—,—,E,E,EvE,EvE,E,T,T,C,C,C,C,C,DWE,DWE,S,S,FS,FS,E,E,T,T,T,T,—,—,—,—,C,C,—,C,C
III,333,Swablu,—,—,—,—,—,—,—,C,C,Ev,Ev,C,S,T,C,C,C,S,S,B,B,C,C,C,C,C,C,T,T,B,B,—,—,CD,CD,C,C,—,C,C
III,334,Altaria,—,—,—,—,—,—,—,C,C,EvE,EvE,C,E,S,E,E,E,E,E,C,C,C,C,C,C,E,E,T,T,C,C,—,—,CD,CD,E,E,—,C,C
III,335,Zangoose,—,—,—,—,—,—,—,C,Ev,Ev,Ev,Ev,T,S,D,D,D,C,C,C,C,C,C,C,C,C,T,T,T,T,T,—,—,—,—,C,T,—,C,C
III,336,Seviper,—,—,—,—,—,—,—,Ev,C,Ev,Ev,C,T,T,D,D,D,C,C,C,C,C,C,C,C,T,C,T,T,T,T,—,—,—,—,T,C,—,C,C
III,337,Lunatone,—,—,—,—,—,—,—,Ev,C,Ev,Ev,Ev,T,S,D,D,D,C,C,C,C,C,C,C,C,T,C,Ev,Ev,T,T,—,—,T,C,T,C,—,—,—
III,338,Solrock,—,—,—,—,—,—,—,C,Ev,Ev,Ev,C,T,S,D,D,D,C,C,C,C,C,C,C,C,C,T,Ev,Ev,T,T,—,—,C,T,C,T,—,—,—
III,339,Barboach,—,—,—,—,—,—,—,C,C,T,T,C,T,T,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,—,—,C,C,C,C,C,C,C
III,340,Whiscash,—,—,—,—,—,—,—,C,C,T,T,C,T,T,C,C,C,S,S,C,C,C,C,C,C,C,C,C,C,E,E,—,—,C,C,C,C,C,C,C
III,341,Corphish,—,—,—,—,—,—,—,C,C,Ev,Ev,C,T,T,C,C,C,C,C,DW,C,C,C,C,C,C,C,T,T,C,C,—,—,C,C,C,C,—,CD,CD
III,342,Crawdaunt,—,—,—,—,—,—,—,E,E,EvE,EvE,E,T,T,C,C,C,E,E,DWE,E,C,C,C,C,C,C,T,T,C,C,—,—,C,C,C,C,—,CD,CD
III,343,Baltoy,—,—,—,—,—,—,—,C,C,T,T,C,T,S,C,C,C,S,T,B,B,C,C,T,T,C,C,T,T,T,C,—,—,C,C,C,C,—,—,—
III,344,Claydol,—,—,—,—,—,—,—,C,C,T,T,C,T,E,E,E,E,E,T,C,C,E,E,T,T,C,C,T,T,T,E,—,—,C,C,E,E,—,—,—
III,345,Lileep,—,—,—,—,—,—,—,R,R,T,T,R,T,T,R,R,R,T,R,R,R,R,R,R,T,R,R,T,T,R,R,—,—,CD,CD,R,R,—,—,—
III,346,Cradily,—,—,—,—,—,—,—,E,E,T,T,E,T,T,E,E,E,T,E,E,E,E,E,E,T,E,E,T,T,E,E,—,—,DA,DA,E,E,—,—,—
III,347,Anorith,—,—,—,—,—,—,—,R,R,T,T,R,T,T,R,R,R,R,T,R,R,R,R,R,T,R,R,T,T,R,R,—,—,CD,CD,R,R,—,—,—
III,348,Armaldo,—,—,—,—,—,—,—,E,E,T,T,E,T,T,E,E,E,E,T,E,E,E,E,E,T,E,E,T,T,E,E,—,—,CD,CD,E,E,—,—,—
III,349,Feebas,—,—,—,—,—,—,—,C,C,T,T,C,T,T,C,C,C,PW,PW,C,C,C,C,T,T,C,C,C,C,C,C,—,—,C,C,C,C,—,CD,CD
III,350,Milotic,—,—,—,—,—,—,—,E,E,T,T,E,T,T,E,E,E,PWE,PWE,C,C,C,C,T,T,E,E,ET,ET,ET,ET,—,—,C,C,E,E,—,CD,CD
III,351,Castform,—,—,—,—,—,—,—,R,R,T,T,R,T,T,S,S,S,PW,PW,DW,DW,C,C,T,T,R,R,C,C,C,C,—,—,—,—,S,S,—,—,—
III,352,Kecleon,—,—,—,—,—,—,—,C,C,T,T,C,T,T,C,T,S,PW,PW,DW,DW,CC,CC,C,C,C,C,T,T,C,C,—,—,—,—,C,T,—,—,—
III,353,Shuppet,—,—,—,—,—,—,—,C,C,T,T,C,T,T,B,B,B,C,C,S,S,B,B,B,B,C,C,T,T,C,C,—,—,—,—,B,B,—,C,C
III,354,Banette,—,—,—,—,—,—,—,E,C,T,T,C,T,S,C,C,C,C,C,E,E,C,C,C,C,E,E,T,T,C,C,—,—,—,—,C,C,—,C,C
III,355,Duskull,—,—,—,—,—,—,—,C,C,T,T,C,T,S,C,C,C,C,C,DW,DW,DW,DW,FSB,FSB,C,C,T,T,T,T,—,—,C,C,C,C,C,CD,CD
III,356,Dusclops,—,—,—,—,—,—,—,C,E,T,T,E,T,E,C,C,C,C,C,DWE,DWE,DWE,DWE,FS,FS,E,E,T,T,T,T,—,—,C,C,C,C,C,CD,CD
III,357,Tropius,—,—,—,—,—,—,—,C,C,T,T,C,S,T,Ev,Ev,C,PW,PW,C,C,C,C,FS,FS,C,C,T,T,C,C,—,—,—,—,C,C,—,C,C
III,358,Chimecho,—,—,—,—,—,—,—,C,C,Ev,Ev,C,T,T,C,C,C,C,C,C,C,DW,DW,E,E,C,C,T,T,T,T,—,—,—,—,C,C,C,CD,CD
III,359,Absol,—,—,—,—,—,—,—,C,C,Ev,Ev,C,S,T,S,S,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,—,—,CD,CD,C,C,—,—,—
III,360,Wynaut,—,—,—,—,—,—,—,C,C,B,B,C,T,T,B,B,B,B,B,S,S,B,B,B,B,R,R,T,T,T,T,—,—,D,D,B,B,—,—,—
III,361,Snorunt,—,—,—,—,—,—,—,C,C,T,T,C,T,S,C,C,C,PW,PW,DW,DW,DW,DW,FS,FS,C,C,C,C,C,C,—,—,C,C,C,C,C,C,C
III,362,Glalie,—,—,—,—,—,—,—,E,E,T,T,E,T,E,E,E,E,PWE,PWE,DWE,DWE,DWE,DWE,FSE,FSE,E,E,C,C,C,C,—,—,C,C,C,C,C,C,C
III,363,Spheal,—,—,—,—,—,—,—,C,C,T,T,C,T,S,T,C,B,C,C,C,C,C,C,FS,FS,C,C,S,S,S,S,—,—,CD,CD,B,C,C,—,—
III,364,Sealeo,—,—,—,—,—,—,—,E,E,T,T,E,T,E,T,C,C,C,C,C,C,C,C,FSE,FSE,C,C,E,E,E,E,—,—,CD,CD,E,C,C,—,—
III,365,Walrein,—,—,—,—,—,—,—,E,E,T,T,E,T,E,T,E,E,E,E,C,C,C,C,FSE,FSE,E,E,E,E,E,E,—,—,CD,CD,C,C,C,—,—
III,366,Clamperl,—,—,—,—,—,—,—,C,C,T,T,C,T,T,C,C,T,S,S,C,C,C,C,C,C,C,C,T,T,C,C,—,—,—,—,C,C,—,—,—
III,367,Huntail,—,—,—,—,—,—,—,ET,ET,T,T,ET,T,T,ET,ET,T,ET,ET,C,ET,C,ET,C,ET,ET,ET,T,T,C,C,—,—,—,—,ET,ET,—,—,—
III,368,Gorebyss,—,—,—,—,—,—,—,ET,ET,T,T,ET,T,T,ET,ET,T,ET,ET,ET,C,ET,C,ET,C,ET,ET,T,T,C,C,—,—,—,—,ET,ET,—,—,—
III,369,Relicanth,—,—,—,—,—,—,—,C,C,T,T,C,T,T,C,C,C,S,S,C,C,C,C,C,C,C,C,C,C,C,C,—,—,CD,CD,C,C,—,—,—
III,370,Luvdisc,—,—,—,—,—,—,—,C,C,T,T,C,T,T,C,C,C,S,S,C,C,C,C,C,C,C,C,C,C,C,C,—,—,—,—,C,C,—,C,C
III,371,Bagon,—,—,—,—,—,—,—,C,C,T,T,C,T,T,EvB,C,C,C,C,DW,C,C,C,C,C,C,C,C,C,C,C,—,—,CD,T,T,C,—,CC,C
III,372,Shelgon,—,—,—,—,—,—,—,E,E,T,T,E,T,T,EvB,E,E,C,C,DWE,E,E,E,E,E,E,E,C,C,C,C,—,—,DD,T,T,C,—,CC,C
III,373,Salamence,—,—,—,—,—,—,—,E,E,T,T,E,T,S,Ev,E,E,E,E,DWE,E,E,E,E,E,E,E,C,C,C,C,—,—,CD,T,T,E,—,CC,C
